name,firm,address,city,county,phone,website
"Dreyer, Foote, Streit, Furgason & Slocum, P.A.","Dreyer, Foote, Streit, Furgason & Slocum, P.A.","1999 W Downer Pl, Aurora, IL 60506",Aurora,Kane,+1 630-934-2166,https://www.dreyerfoote.com/%3Fnpcmp%3Ddir:local:2327470:60506
"Botto Gilbert Lancaster, PC","Botto Gilbert Lancaster, PC","970 McHenry Ave, Crystal Lake, IL 60014",Crystal Lake,McHenry,+1 815-338-3838,https://www.bgsllaw.com/
"Gandhi Selim Law, P.C.","Gandhi Selim Law, P.C.","1635 W Wise Rd #10, Schaumburg, IL 60193",Schaumburg,Cook,+1 847-413-4455,https://www.gandhiselimlaw.com/
Krupp & Krupp,Krupp & Krupp,"3281 Commerce Dr B, DeKalb, IL 60115",DeKalb,Other Illinois,+1 815-758-5444,http://krupplawyer.com/
Jenz Law Office,Jenz Law Office,"124 S County Farm Rd C, Wheaton, IL 60187",Wheaton,DuPage,+1 630-202-8842,https://www.jenzlawoffice.com/%3Futm_source%3Dgoogle%26utm_medium%3DWheaton_gmb%26utm_campaign%3Dgmb_website_button
Law Office of Franklin J. Furlett,Law Office of Franklin J. Furlett,"335 W Wise Rd, Schaumburg, IL 60193",Schaumburg,Cook,+1 847-352-6226,http://www.furlettlaw.com/
"The Law Office of Chris Miller, LLC","The Law Office of Chris Miller, LLC","119 W Main St STE 101, West Dundee, IL 60118",West Dundee,Kane,+1 847-428-6107,http://chrismillerlawoffice.com/
Thomas Law Office,Thomas Law Office,"30 N Western Ave, Carpentersville, IL 60110",Carpentersville,Kane,+1 847-426-7990,https://www.cgtlaw.com/%3Futm_source%3DGMB%26utm_medium%3DCarpentersville%26utm_campaign%3Dgmb
Law Office of Donna M. Sandacz,Law Office of Donna M. Sandacz,"11021 Woodstock St Suite 200, Huntley, IL 60142",Huntley,McHenry,+1 847-669-7030,http://sandaczlaw.com/
John R Wienold & Associates Ltd,John R Wienold & Associates Ltd,"1 N Constitution Dr, Aurora, IL 60506",Aurora,Kane,+1 630-801-9111,https://jrwienoldassociates.com/
Zinke Law Firm,Zinke Law Firm,"570 N Schmale Rd, Carol Stream, IL 60188",Carol Stream,DuPage,+1 630-988-9300,http://www.zinkelawfirm.com/
Melei Petsche Spencer,Melei Petsche Spencer,"100 Illinois St Suite 200, St. Charles, IL 60174",St. Charles,Kane,+1 815-356-8000,https://mpsthelaw.com/
Kevin W. Wright,Kevin W. Wright,"611 S 8th St #882, West Dundee, IL 60118",West Dundee,Kane,+1 847-742-3393,http://www.kwwjd.com/
Peggy A Pratscher Ltd,Peggy A Pratscher Ltd,"2100 Manchester Rd, Wheaton, IL 60187",Wheaton,DuPage,+1 630-653-7507,http://www.pratscherlaw.com/
"Forte Law, Ltd.","Forte Law, Ltd.","711 W Main St, West Dundee, IL 60118",West Dundee,Kane,+1 847-428-9800,http://www.fortelawltd.com/
TMB Law,TMB Law,"124 S County Farm Rd, Wheaton, IL 60187",Wheaton,DuPage,+1 630-207-5391,https://timlawyer.net/contact/
Alschuler Simantz Hem LLC,Alschuler Simantz Hem LLC,"1961 Downer Pl, Aurora, IL 60506",Aurora,Kane,+1 630-892-7021,https://www.ashlaw.net/
The Law Offices of Rupp and Youman,The Law Offices of Rupp and Youman,"4306F W Crystal Lake Rd, McHenry, IL 60050",McHenry,McHenry,+1 815-385-7447,https://www.ruppyouman.com/%3Futm_source%3Dgoogle-local%26utm_medium%3Dorganic%26utm_campaign%3D3693
"Diamond Legal, P.C.","Diamond Legal, P.C.","3431 W Elm St A, McHenry, IL 60050",McHenry,McHenry,+1 815-649-1281,https://dlfirm.com/
Law Office of Patrick J. McAndrews,Law Office of Patrick J. McAndrews,"4318 W Crystal Lake Rd, McHenry, IL 60050",McHenry,McHenry,+1 815-385-0200,http://www.mcandrewslawfirm.com/
Law Offices of Roger W. Stelk,Law Offices of Roger W. Stelk,"1218 N Green St, McHenry, IL 60050",McHenry,McHenry,+1 815-240-2345,https://stelklaw.com/
"Campion Curran Law, P.C.","Campion Curran Law, P.C.","8600 US-14 Suite 107, Crystal Lake, IL 60012",Crystal Lake,McHenry,+1 815-560-8008,https://campioncurranlaw.com/
"Bear Law, LLC","Bear Law, LLC","2730 IL-120, McHenry, IL 60051",McHenry,McHenry,+1 815-354-1703,https://www.bearlaw.org/
"Law Office of Jenette M. Schwemler, PC","Law Office of Jenette M. Schwemler, PC","747 S Eastwood Dr Suite 107, Woodstock, IL 60098",Woodstock,McHenry,+1 815-245-4665,https://www.jms-attorney.com/
Prime Law Group,Prime Law Group,"747 S Eastwood Dr, Woodstock, IL 60098",Woodstock,McHenry,+1 815-338-2040,https://www.primelawgroup.com/
Law Office of David J. Wolf,Law Office of David J. Wolf,"244 N Throop St, Woodstock, IL 60098",Woodstock,McHenry,+1 815-338-5297,http://www.davidjwolflaw.com/
"Franks, Kelly, Matuszewich and Andrle, Attorneys at Law","Franks, Kelly, Matuszewich and Andrle, Attorneys at Law","1301 Pyott Rd #200, Lake in the Hills, IL 60156",Lake in the Hills,McHenry,+1 847-854-7700,http://www.fkmalaw.com/
"Richard R. Rodriguez, Divorce, Family Law","Richard R. Rodriguez, Divorce, Family Law","5404 W Elm St d, McHenry, IL 60050",McHenry,McHenry,+1 815-322-2262,http://www.rrrodriguezlaw.com/
Vaclavek Hartman Vaclavek,Vaclavek Hartman Vaclavek,"105 E Main St, Cary, IL 60013",Cary,McHenry,+1 815-507-8887,https://www.vhvlaw.com/
"Struck Law Group, LLC","Struck Law Group, LLC","24 Grant St, Crystal Lake, IL 60014",Crystal Lake,McHenry,+1 815-788-9900,http://www.strucklawgroup.com/
"Kaiser, Shepherd & Nakon, P.C. - Woodstock","Kaiser, Shepherd & Nakon, P.C. - Woodstock","2525 Harding Ln, Woodstock, IL 60098",Woodstock,McHenry,+1 815-893-9288,http://www.ksnfirm.com/
"Bruett, Reyes & Thornton LLC","Bruett, Reyes & Thornton LLC","600 Dakota St Ste F, Crystal Lake, IL 60012",Crystal Lake,McHenry,+1 779-220-9746,https://brtlawyer.com/
Law Office of Denise M. Kuzniewski,Law Office of Denise M. Kuzniewski,"3922 Main St, McHenry, IL 60050",McHenry,McHenry,+1 815-363-6060,http://www.kuzniewskilaw.com/
"Zukowski, Rogers, Flood & McArdle","Zukowski, Rogers, Flood & McArdle","50 N Virginia St, Crystal Lake, IL 60014",Crystal Lake,McHenry,+1 815-669-9859,http://www.zrfmlaw.com/
"Cowlin, Naughton, Curran, Cuda & Hanzel","Cowlin, Naughton, Curran, Cuda & Hanzel","101 E Van Buren St, Woodstock, IL 60098",Woodstock,McHenry,+1 815-338-1334,https://www.cncchlaw.com/%3Fnpcmp%3Ddir:local:5344335:60098
"Cowlin, Naughton, Curran, Cuda & Hanzel","Cowlin, Naughton, Curran, Cuda & Hanzel","20 Grant St, Crystal Lake, IL 60039",Crystal Lake,McHenry,+1 815-435-0626,https://www.cncchlaw.com/%3Fnpcmp%3Ddir:local:5343990:60039
Gottemoller & Associates,Gottemoller & Associates,"1 N Virginia St # A, Crystal Lake, IL 60014",Crystal Lake,McHenry,+1 815-459-5152,https://mchenrycountylaw.com/
English Steven G,English Steven G,"20 N Walkup Ave, Crystal Lake, IL 60014",Crystal Lake,McHenry,+1 815-477-4300,http://www.steveenglishlaw.com/
Law Office of Elizabeth J. Dalton,Law Office of Elizabeth J. Dalton,"8411 Pyott Rd Ste. 107, Lake in the Hills, IL 60156",Lake in the Hills,McHenry,+1 815-735-6042,http://www.elizabethdaltonlaw.com/
Somen Wilke Law LLC,Somen Wilke Law LLC,"145 S Virginia St Suite F, Crystal Lake, IL 60014",Crystal Lake,McHenry,+1 815-688-8222,http://www.somenwilkelaw.com/
Peter F Carroll,Peter F Carroll,"114 S Jefferson St, Woodstock, IL 60098",Woodstock,McHenry,+1 815-337-4259,http://www.peterfcarroll.com/
"Attorney at Law Robert E. Burke, Esq.","Attorney at Law Robert E. Burke, Esq.","1509 N Richmond Rd, McHenry, IL 60050",McHenry,McHenry,+1 815-344-4080,http://www.roberteburke.com/
"Dan Lyons Legal, LLC","Dan Lyons Legal, LLC","77 E Crystal Lake Ave #3, Crystal Lake, IL 60014",Crystal Lake,McHenry,+1 815-262-9682,http://www.danlyonslegal.com/
James D. Huls and Associates,James D. Huls and Associates,"530 Rockland Rd # 400, Crystal Lake, IL 60014",Crystal Lake,McHenry,+1 815-455-4755,http://jdhuls.com/
Marderosian Law LLC,Marderosian Law LLC,"111 North Ave Suite 207, Barrington, IL 60010",Barrington,Cook,+1 847-801-9529,http://mlawbusiness.com/
Johnson Jennifer L,Johnson Jennifer L,"40 Brink St # 101, Crystal Lake, IL 60014",Crystal Lake,McHenry,+1 815-459-8800,https://zcwlaw.com/the-firm/jennifer-l-johnson/
McKenna Storer,McKenna Storer,"1060 Lake Ave, Woodstock, IL 60098",Woodstock,McHenry,+1 815-334-9690,http://www.mckenna-law.com/
Law Office of Thomas C. O'Brien,Law Office of Thomas C. O'Brien,"950 Main St, Antioch, IL 60002",Antioch,Lake,+1 847-838-1100,http://tomobrienlaw.com/
"Kasper Law, PC","Kasper Law, PC","1301 Pyott Rd # 203, Lake in the Hills, IL 60156",Lake in the Hills,McHenry,+1 847-658-9100,http://www.kasperfamilylaw.com/
Daniel B Venturi Ltd,Daniel B Venturi Ltd,"146 Cedar Ave, Lake Villa, IL 60046",Lake Villa,Lake,+1 847-265-8822,http://www.venturilaw.com/
Lewis & Levinson Law Office,Lewis & Levinson Law Office,"2405 E Lake Shore Dr, Twin Lakes, WI 53181",Twin Lakes,Wisconsin,+1 262-877-2616,https://www.lewislevinsonlaw.com/
"Gretchen Neddenriep, LLC","Gretchen Neddenriep, LLC","501 N Riverside Dr Ste 205, Gurnee, IL 60031",Gurnee,Lake,+1 847-625-7830,http://neddenrieplaw.com/
Carl E Metz II,Carl E Metz II,"101 N Virginia St suite 150, Crystal Lake, IL 60014",Crystal Lake,McHenry,+1 815-459-2844,http://www.mgvlegal.com/
"Gehris & Associates, LLC","Gehris & Associates, LLC","820 E Terra Cotta Ave Suite 203, Crystal Lake, IL 60014",Crystal Lake,McHenry,+1 815-893-0020,http://www.gehrislaw.com/
"Kelleher + Holland, LLC","Kelleher + Holland, LLC","102 S Wynstone Park Dr, North Barrington, IL 60010",North Barrington,Cook,+1 847-382-9195,http://www.kelleherholland.com/
"Law Office of Carin Brio, P.C.","Law Office of Carin Brio, P.C.","840 S Northwest Hwy #116, Barrington, IL 60010",Barrington,Cook,+1 815-575-8019,https://briolaw.com/woodstock/
Hartnett Law,Hartnett Law,"78 N Williams St, Crystal Lake, IL 60014",Crystal Lake,McHenry,+1 815-455-5565,http://www.hartnettlaw.net/
"Arteaga Law, LLC","Arteaga Law, LLC","200 N Northwest Hwy Ste 201, Barrington, IL 60010",Barrington,Cook,+1 224-655-7179,http://arteaga.law/
"Law Office of Paula Rieghns, LTD.","Law Office of Paula Rieghns, LTD.","631 E Grant Hwy, Marengo, IL 60152",Marengo,McHenry,+1 815-901-2273,http://www.rieghnslaw.com/
Trademark Law Office of Michael Rada,Trademark Law Office of Michael Rada,"840 S Northwest Hwy, Barrington, IL 60010",Barrington,Cook,+1 224-655-5200,https://www.radalegal.com/
Mcandrews Law,Mcandrews Law,"4318 W Crystal Lake Rd # A, McHenry, IL 60050",McHenry,McHenry,+1 815-385-0200,https://www.mcandrewslawfirm.com/
GRAY & GRAY LLC,GRAY & GRAY LLC,"40 Brink St, Crystal Lake, IL 60014",Crystal Lake,McHenry,+1 815-893-0257,http://www.pgraylaw.com/
"Charles A. Dunlop & Associates, P.C.","Charles A. Dunlop & Associates, P.C.","820 E Terra Cotta Ave Suite 139, Crystal Lake, IL 60014",Crystal Lake,McHenry,+1 815-356-6000,http://dunloplawgroup.com/
"Deron R. Benson, Attorney at Law","Deron R. Benson, Attorney at Law","35 Burdent Dr Suite I, Crystal Lake, IL 60014",Crystal Lake,McHenry,+1 815-985-7476,http://www.deronbenson.com/
Salvi Salvi Wifler PC,Salvi Salvi Wifler PC,"335 Chancery Ln, Lake Zurich, IL 60047",Lake Zurich,Lake,+1 847-438-6153,https://www.salvisalviwifler.com/
"Kelleher + Holland, LLC","Kelleher + Holland, LLC","1927 Main St Rd, Spring Grove, IL 60081",Spring Grove,McHenry,+1 815-675-6712,https://kelleherholland.com/
"Rasmussen, David A","Rasmussen, David A","113 Kenosha St, Walworth, WI 53184",Walworth,Wisconsin,+1 262-275-5669,https://walworthcountylawyers.com/personnel/david-a-rasmussen/
Michling Plaza & Associates PC,Michling Plaza & Associates PC,"101 N Throop St, Woodstock, IL 60098",Woodstock,McHenry,+1 815-338-9600,https://www.michlingplaza.com/
Boehm & Boehm,Boehm & Boehm,"201 W Main St, Barrington, IL 60010",Barrington,Cook,+1 847-381-6857,https://boehmandboehmlaw.com/
Ellis Law Firm,Ellis Law Firm,"231 W Main St, Barrington, IL 60010",Barrington,Cook,+1 847-757-7999,http://www.maineellislawllc.com/
Evans Legacy Law Group,Evans Legacy Law Group,"1950 Innovation Wy Ste 120, Libertyville, IL 60048",Libertyville,Lake,+1 872-228-1572,https://www.evanslegacylaw.com/
"Tinkoff, Popko & Associates","Tinkoff, Popko & Associates","413 E Main St, Barrington, IL 60010",Barrington,Cook,+1 847-381-3201,https://tinkofflaw.com/
"James C. Provenza & Associates, PC","James C. Provenza & Associates, PC","1701 E Lake Ave # 260, Glenview, IL 60025",Glenview,Cook,+1 847-729-3939,http://www.provenzalaw.com/
Bonnie S Hannon Law Offices,Bonnie S Hannon Law Offices,"202 S Cook St, Barrington, IL 60010",Barrington,Cook,+1 847-382-7286,https://www.bhannonlaw.com/
"Capelli Law Office, SC","Capelli Law Office, SC","729 S Cogswell Dr, Silver Lake, WI 53170",Silver Lake,Wisconsin,+1 262-889-4400,http://www.capellilaw.com/
